orderId,storeId,orderDate,shipDate,shipMode,customerId,segment,managerId,productId,salePrice,quantity,discount,profit
CA-2014-146703,STO-EF1A08,2014-10-20,2014-10-25,Second Class,PO-18865,Consumer,EMP-2016-151048,OFF-ST-10001713,211.96,4,0.0,8.478399999999993
CA-2016-169194,STO-19D713,2016-06-20,2016-06-25,Standard Class,LH-16900,Consumer,EMP-2016-151087,TEC-AC-10002167,45.0,3,0.0,4.950000000000001
CA-2016-169194,STO-19D713,2016-06-20,2016-06-25,Standard Class,LH-16900,Consumer,EMP-2016-151087,TEC-PH-10003988,21.8,2,0.0,6.104000000000001
CA-2015-115742,STO-B56559,2015-04-18,2015-04-22,Standard Class,DP-13000,Consumer,EMP-2016-152098,OFF-BI-10004410,38.22,6,0.0,17.9634
CA-2015-115742,STO-B56559,2015-04-18,2015-04-22,Standard Class,DP-13000,Consumer,EMP-2016-152098,OFF-LA-10002762,75.17999999999999,6,0.0,35.33459999999999
CA-2015-115742,STO-B56559,2015-04-18,2015-04-22,Standard Class,DP-13000,Consumer,EMP-2016-152098,FUR-FU-10001706,6.16,2,0.0,2.9568
CA-2015-115742,STO-B56559,2015-04-18,2015-04-22,Standard Class,DP-13000,Consumer,EMP-2016-152098,FUR-CH-10003061,89.99,1,0.0,17.09809999999999
CA-2016-105816,STO-3EC14C,2016-12-11,2016-12-17,Standard Class,JM-15265,Corporate,EMP-2016-152012,OFF-FA-10000304,15.26,7,0.0,6.256600000000001
CA-2016-105816,STO-3EC14C,2016-12-11,2016-12-17,Standard Class,JM-15265,Corporate,EMP-2016-152012,TEC-PH-10002447,1029.95,5,0.0,298.6855
CA-2016-111682,STO-5B3840,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,EMP-2016-152012,OFF-ST-10000604,208.56,6,0.0,52.13999999999999
CA-2016-111682,STO-5B3840,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,EMP-2016-152012,OFF-PA-10001569,32.40000000000001,5,0.0,15.552
CA-2016-111682,STO-5B3840,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,EMP-2016-152012,FUR-CH-10003968,319.41,5,0.1,7.098000000000006
CA-2016-111682,STO-5B3840,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,EMP-2016-152012,OFF-PA-10000587,14.56,2,0.0,6.9888
CA-2016-111682,STO-5B3840,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,EMP-2016-152012,TEC-AC-10002167,30.0,2,0.0,3.300000000000001
CA-2016-111682,STO-5B3840,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,EMP-2016-152012,OFF-BI-10001460,48.48,4,0.2,16.362
CA-2016-111682,STO-5B3840,2016-06-17,2016-06-18,First Class,TB-21055,Consumer,EMP-2016-152012,OFF-AR-10001868,1.68,1,0.0,0.84
CA-2015-135545,STO-9D8BB9,2015-11-24,2015-11-30,Standard Class,KM-16720,Consumer,EMP-2016-151713,TEC-AC-10004633,13.98,2,0.0,6.151200000000001
CA-2015-135545,STO-9D8BB9,2015-11-24,2015-11-30,Standard Class,KM-16720,Consumer,EMP-2016-151713,OFF-BI-10001078,25.824,6,0.2,9.3612
CA-2015-135545,STO-9D8BB9,2015-11-24,2015-11-30,Standard Class,KM-16720,Consumer,EMP-2016-151713,OFF-PA-10003892,146.73,3,0.0,68.9631
CA-2015-135545,STO-9D8BB9,2015-11-24,2015-11-30,Standard Class,KM-16720,Consumer,EMP-2016-151713,FUR-FU-10000397,79.76,4,0.0,22.33280000000001
US-2015-164175,STO-F946EB,2015-04-30,2015-05-05,Standard Class,PS-18970,Home Office,EMP-2016-151606,FUR-CH-10001146,213.115,5,0.3,-15.22250000000001
CA-2014-106376,STO-60BD47,2014-12-05,2014-12-10,Standard Class,BS-11590,Corporate,EMP-2016-151049,OFF-AR-10002671,1113.024,8,0.2,111.3024
CA-2014-106376,STO-60BD47,2014-12-05,2014-12-10,Standard Class,BS-11590,Corporate,EMP-2016-151049,TEC-PH-10002726,167.968,4,0.2,62.988
CA-2016-119823,STO-C633C4,2016-06-04,2016-06-06,First Class,KD-16270,Consumer,EMP-2016-151860,OFF-PA-10000482,75.88,2,0.0,35.6636
CA-2016-106075,STO-2596CD,2016-09-18,2016-09-23,Standard Class,HM-14980,Consumer,EMP-2016-152012,OFF-BI-10004654,4.616,1,0.2,1.731
CA-2017-114440,STO-32BF2D,2017-09-14,2017-09-17,Second Class,TB-21520,Consumer,EMP-2016-151048,OFF-PA-10004675,19.05,3,0.0,8.763
US-2015-134026,STO-67983C,2015-04-26,2015-05-02,Standard Class,JE-15745,Consumer,EMP-2016-151235,FUR-CH-10000513,831.9360000000001,8,0.2,-114.3912
US-2015-134026,STO-67983C,2015-04-26,2015-05-02,Standard Class,JE-15745,Consumer,EMP-2016-151235,FUR-FU-10003708,97.04,2,0.2,1.212999999999997
US-2015-134026,STO-67983C,2015-04-26,2015-05-02,Standard Class,JE-15745,Consumer,EMP-2016-151235,OFF-ST-10004123,72.784,1,0.2,-18.196
US-2017-118038,STO-47CA36,2017-12-09,2017-12-11,First Class,KB-16600,Corporate,EMP-2016-151194,OFF-BI-10004182,1.248,3,0.8,-1.934400000000001
US-2017-118038,STO-47CA36,2017-12-09,2017-12-11,First Class,KB-16600,Corporate,EMP-2016-151194,FUR-FU-10000260,9.708,3,0.6,-5.824800000000002
US-2017-118038,STO-47CA36,2017-12-09,2017-12-11,First Class,KB-16600,Corporate,EMP-2016-151194,OFF-ST-10000615,27.24,3,0.2,2.724000000000002
US-2014-147606,STO-22CE70,2014-11-26,2014-12-01,Second Class,JE-15745,Consumer,EMP-2016-151194,FUR-FU-10003194,19.3,5,0.6,-14.475
CA-2016-127208,STO-C28EFF,2016-06-12,2016-06-15,First Class,SC-20770,Corporate,EMP-2016-151200,OFF-AP-10002118,208.16,1,0.0,56.20320000000001
CA-2016-127208,STO-C28EFF,2016-06-12,2016-06-15,First Class,SC-20770,Corporate,EMP-2016-151200,OFF-BI-10002309,16.74,3,0.0,8.0352
CA-2014-139451,STO-3A6535,2014-10-12,2014-10-16,Standard Class,DN-13690,Consumer,EMP-2016-151713,OFF-AR-10002053,14.9,5,0.0,4.172000000000001
CA-2014-139451,STO-3A6535,2014-10-12,2014-10-16,Standard Class,DN-13690,Consumer,EMP-2016-151713,OFF-ST-10002370,21.39,1,0.0,6.203099999999999
CA-2015-149734,STO-8458C0,2015-09-03,2015-09-08,Standard Class,JC-16105,Corporate,EMP-2016-151337,OFF-EN-10000927,200.984,7,0.2,62.80749999999998
US-2017-119662,STO-50D88A,2017-11-13,2017-11-16,First Class,CS-12400,Home Office,EMP-2016-151606,OFF-ST-10003656,230.376,3,0.2,-48.9549
CA-2017-140088,STO-73C222,2017-05-28,2017-05-30,Second Class,PO-18865,Consumer,EMP-2016-151516,FUR-CH-10000863,301.96,2,0.0,33.21559999999999
CA-2017-155558,STO-6388A7,2017-10-26,2017-11-02,Standard Class,PG-18895,Consumer,EMP-2016-151522,TEC-AC-10001998,19.99,1,0.0,6.796599999999998
CA-2017-155558,STO-6388A7,2017-10-26,2017-11-02,Standard Class,PG-18895,Consumer,EMP-2016-151522,OFF-LA-10000134,6.16,2,0.0,2.9568
CA-2016-159695,STO-DC5DFE,2016-04-05,2016-04-10,Second Class,GM-14455,Home Office,EMP-2016-151194,OFF-ST-10003442,158.368,7,0.2,13.8572
CA-2016-109806,STO-4D7F2D,2016-09-17,2016-09-22,Standard Class,JS-15685,Corporate,EMP-2016-151713,OFF-AR-10004930,20.1,3,0.0,6.632999999999998
CA-2016-109806,STO-4D7F2D,2016-09-17,2016-09-22,Standard Class,JS-15685,Corporate,EMP-2016-151713,TEC-PH-10004093,73.584,2,0.2,8.278199999999998
CA-2016-109806,STO-4D7F2D,2016-09-17,2016-09-22,Standard Class,JS-15685,Corporate,EMP-2016-151713,OFF-PA-10000304,6.48,1,0.0,3.1104
CA-2015-149587,STO-7F5BA0,2015-01-31,2015-02-05,Second Class,KB-16315,Consumer,EMP-2016-151522,OFF-PA-10003177,12.96,2,0.0,6.220800000000001
CA-2015-149587,STO-7F5BA0,2015-01-31,2015-02-05,Second Class,KB-16315,Consumer,EMP-2016-151522,FUR-FU-10003799,53.34,3,0.0,16.5354
CA-2015-149587,STO-7F5BA0,2015-01-31,2015-02-05,Second Class,KB-16315,Consumer,EMP-2016-151522,OFF-BI-10002852,32.96,2,0.0,16.1504
US-2017-109484,STO-5C714C,2017-11-06,2017-11-12,Standard Class,RB-19705,Home Office,EMP-2016-151442,OFF-BI-10004738,5.682000000000001,1,0.7,-3.788
CA-2017-161018,STO-2596CD,2017-11-09,2017-11-11,Second Class,PN-18775,Home Office,EMP-2016-152012,FUR-FU-10000629,96.53,7,0.0,40.5426
CA-2017-157833,STO-3A6535,2017-06-17,2017-06-20,First Class,KD-16345,Consumer,EMP-2016-151713,OFF-BI-10001721,51.312,3,0.2,17.9592
CA-2016-149223,STO-181FFD,2016-09-06,2016-09-11,Standard Class,ER-13855,Corporate,EMP-2016-151522,OFF-AP-10000358,77.88,6,0.0,22.58519999999999
CA-2016-158568,STO-F946EB,2016-08-29,2016-09-02,Standard Class,RB-19465,Home Office,EMP-2016-151606,OFF-PA-10003256,64.624,7,0.2,22.61839999999999
CA-2016-158568,STO-F946EB,2016-08-29,2016-09-02,Standard Class,RB-19465,Home Office,EMP-2016-151606,TEC-AC-10001767,95.97600000000001,3,0.2,-10.79730000000001
CA-2016-158568,STO-F946EB,2016-08-29,2016-09-02,Standard Class,RB-19465,Home Office,EMP-2016-151606,OFF-BI-10002609,1.788,3,0.8,-3.0396
CA-2016-129903,STO-6388A7,2016-12-01,2016-12-04,Second Class,GZ-14470,Consumer,EMP-2016-151522,OFF-PA-10004040,23.92,4,0.0,11.7208
US-2015-156867,STO-E2FADE,2015-11-13,2015-11-17,Standard Class,LC-16870,Consumer,EMP-2016-151933,TEC-AC-10001552,238.896,6,0.2,-26.87580000000001
US-2015-156867,STO-E2FADE,2015-11-13,2015-11-17,Standard Class,LC-16870,Consumer,EMP-2016-151933,FUR-FU-10004006,102.36,3,0.2,-3.83850000000001
US-2015-156867,STO-E2FADE,2015-11-13,2015-11-17,Standard Class,LC-16870,Consumer,EMP-2016-151933,OFF-BI-10002794,36.88200000000001,3,0.7,-25.8174
CA-2017-119004,STO-7AD66A,2017-11-23,2017-11-28,Standard Class,JM-15250,Consumer,EMP-2016-151337,TEC-AC-10003499,74.11200000000001,8,0.2,17.6016
CA-2017-119004,STO-7AD66A,2017-11-23,2017-11-28,Standard Class,JM-15250,Consumer,EMP-2016-151337,TEC-PH-10002844,27.992,1,0.2,2.099399999999999
CA-2017-119004,STO-7AD66A,2017-11-23,2017-11-28,Standard Class,JM-15250,Consumer,EMP-2016-151337,OFF-AR-10000390,3.304,1,0.2,1.0738
CA-2015-129476,STO-EF31C8,2015-10-15,2015-10-20,Standard Class,PA-19060,Home Office,EMP-2016-151606,TEC-AC-10000844,339.96,5,0.2,67.99199999999996
CA-2017-146780,STO-BB3185,2017-12-25,2017-12-30,Standard Class,CV-12805,Corporate,EMP-2016-152012,FUR-FU-10001934,41.96,2,0.0,10.9096
CA-2016-128867,STO-A71977,2016-11-03,2016-11-10,Standard Class,CL-12565,Consumer,EMP-2016-151352,OFF-AR-10000380,75.96,2,0.0,22.78799999999999
CA-2016-128867,STO-A71977,2016-11-03,2016-11-10,Standard Class,CL-12565,Consumer,EMP-2016-151352,OFF-BI-10003981,27.24,6,0.0,13.3476
CA-2014-115259,STO-BD0FE4,2014-08-25,2014-08-27,Second Class,RC-19960,Consumer,EMP-2016-151081,OFF-FA-10000621,40.096,14,0.2,14.5348
CA-2014-115259,STO-BD0FE4,2014-08-25,2014-08-27,Second Class,RC-19960,Consumer,EMP-2016-151081,OFF-EN-10002600,4.720000000000001,2,0.2,1.652
CA-2014-115259,STO-BD0FE4,2014-08-25,2014-08-27,Second Class,RC-19960,Consumer,EMP-2016-151081,OFF-PA-10004965,23.976,3,0.2,7.492499999999999
CA-2014-115259,STO-BD0FE4,2014-08-25,2014-08-27,Second Class,RC-19960,Consumer,EMP-2016-151081,OFF-EN-10002504,130.464,6,0.2,44.0316
CA-2015-110457,STO-EF96DA,2015-03-02,2015-03-06,Standard Class,DK-13090,Consumer,EMP-2016-151166,FUR-TA-10001768,787.53,3,0.0,165.3813
US-2015-136476,STO-8375B7,2015-04-05,2015-04-10,Standard Class,GG-14650,Corporate,EMP-2016-151235,OFF-BI-10003650,157.794,1,0.7,-115.7156
CA-2016-103730,STO-C3DC3F,2016-06-12,2016-06-15,First Class,SC-20725,Consumer,EMP-2016-151087,FUR-FU-10002157,47.04,3,0.0,18.3456
CA-2016-103730,STO-C3DC3F,2016-06-12,2016-06-15,First Class,SC-20725,Consumer,EMP-2016-151087,OFF-BI-10003910,30.84,4,0.0,13.878
CA-2016-103730,STO-C3DC3F,2016-06-12,2016-06-15,First Class,SC-20725,Consumer,EMP-2016-151087,OFF-ST-10000777,226.56,6,0.0,63.43680000000001
CA-2016-103730,STO-C3DC3F,2016-06-12,2016-06-15,First Class,SC-20725,Consumer,EMP-2016-151087,OFF-EN-10002500,115.02,9,0.0,51.75899999999999
CA-2016-103730,STO-C3DC3F,2016-06-12,2016-06-15,First Class,SC-20725,Consumer,EMP-2016-151087,TEC-PH-10003875,68.04,7,0.0,19.7316
US-2014-152030,STO-47CA36,2014-12-26,2014-12-28,Second Class,AD-10180,Home Office,EMP-2016-151194,FUR-CH-10004063,600.558,3,0.3,-8.579400000000078
US-2014-134614,STO-390882,2014-09-20,2014-09-25,Standard Class,PF-19165,Consumer,EMP-2016-151606,FUR-TA-10004534,617.7,6,0.5,-407.6820000000001
US-2017-107272,STO-5E06D2,2017-11-05,2017-11-12,Standard Class,TS-21610,Consumer,EMP-2016-151049,OFF-BI-10003274,2.388,2,0.7,-1.8308
US-2017-107272,STO-5E06D2,2017-11-05,2017-11-12,Standard Class,TS-21610,Consumer,EMP-2016-151049,OFF-ST-10002974,243.992,7,0.2,30.49899999999998
US-2016-125969,STO-9D8BB9,2016-11-06,2016-11-10,Second Class,LS-16975,Home Office,EMP-2016-151713,FUR-CH-10001146,81.424,2,0.2,-9.160199999999996
US-2016-125969,STO-9D8BB9,2016-11-06,2016-11-10,Second Class,LS-16975,Home Office,EMP-2016-151713,FUR-FU-10003773,238.56,3,0.0,26.24159999999998
US-2017-164147,STO-BD0FE4,2017-02-02,2017-02-05,First Class,DW-13585,Corporate,EMP-2016-151081,TEC-PH-10002293,59.96999999999999,5,0.4,-11.99399999999999
US-2017-164147,STO-BD0FE4,2017-02-02,2017-02-05,First Class,DW-13585,Corporate,EMP-2016-151081,OFF-PA-10002377,78.304,2,0.2,29.364
US-2017-164147,STO-BD0FE4,2017-02-02,2017-02-05,First Class,DW-13585,Corporate,EMP-2016-151081,OFF-FA-10002780,21.456,9,0.2,6.973199999999998
CA-2016-145583,STO-A9E375,2016-10-13,2016-10-19,Standard Class,LC-16885,Consumer,EMP-2016-151713,OFF-PA-10001804,20.04,3,0.0,9.6192
CA-2016-145583,STO-A9E375,2016-10-13,2016-10-19,Standard Class,LC-16885,Consumer,EMP-2016-151713,OFF-PA-10001736,35.44,1,0.0,16.6568
CA-2016-145583,STO-A9E375,2016-10-13,2016-10-19,Standard Class,LC-16885,Consumer,EMP-2016-151713,OFF-AR-10001149,11.52,4,0.0,3.456
CA-2016-145583,STO-A9E375,2016-10-13,2016-10-19,Standard Class,LC-16885,Consumer,EMP-2016-151713,OFF-FA-10002988,4.02,2,0.0,1.9698
CA-2016-145583,STO-A9E375,2016-10-13,2016-10-19,Standard Class,LC-16885,Consumer,EMP-2016-151713,OFF-BI-10004781,76.176,3,0.2,26.6616
CA-2016-145583,STO-A9E375,2016-10-13,2016-10-19,Standard Class,LC-16885,Consumer,EMP-2016-151713,OFF-SU-10001218,65.88,6,0.0,18.4464
CA-2016-145583,STO-A9E375,2016-10-13,2016-10-19,Standard Class,LC-16885,Consumer,EMP-2016-151713,FUR-FU-10001706,43.12,14,0.0,20.6976
CA-2016-110366,STO-81EACE,2016-09-05,2016-09-07,Second Class,JD-15895,Corporate,EMP-2016-151469,FUR-FU-10004848,82.80000000000001,2,0.2,10.34999999999999
CA-2017-106180,STO-3A6535,2017-09-18,2017-09-23,Standard Class,SH-19975,Corporate,EMP-2016-151713,OFF-AR-10000940,8.82,3,0.0,2.3814
CA-2017-106180,STO-3A6535,2017-09-18,2017-09-23,Standard Class,SH-19975,Corporate,EMP-2016-151713,OFF-EN-10004030,10.86,3,0.0,5.104200000000001
CA-2017-106180,STO-3A6535,2017-09-18,2017-09-23,Standard Class,SH-19975,Corporate,EMP-2016-151713,OFF-PA-10004327,143.7,3,0.0,68.976
CA-2017-155376,STO-342FC4,2017-12-22,2017-12-27,Standard Class,SG-20080,Consumer,EMP-2016-151483,OFF-AP-10001058,839.4300000000001,3,0.0,218.2518
CA-2015-110744,STO-001362,2015-09-07,2015-09-12,Standard Class,HA-14920,Consumer,EMP-2016-151713,OFF-ST-10003656,671.93,7,0.0,20.1579
CA-2014-110072,STO-975D00,2014-10-22,2014-10-28,Standard Class,MG-17680,Home Office,EMP-2016-151081,FUR-FU-10000521,93.888,4,0.2,12.90959999999999
CA-2016-114489,STO-4DF080,2016-12-05,2016-12-09,Standard Class,JE-16165,Corporate,EMP-2016-151993,TEC-PH-10000215,384.45,11,0.0,103.8015
CA-2016-114489,STO-4DF080,2016-12-05,2016-12-09,Standard Class,JE-16165,Corporate,EMP-2016-151993,TEC-PH-10001448,149.97,3,0.0,5.998799999999981
CA-2016-114489,STO-4DF080,2016-12-05,2016-12-09,Standard Class,JE-16165,Corporate,EMP-2016-151993,FUR-CH-10000454,1951.84,8,0.0,585.5519999999999
CA-2016-114489,STO-4DF080,2016-12-05,2016-12-09,Standard Class,JE-16165,Corporate,EMP-2016-151993,OFF-BI-10002735,171.55,5,0.0,80.6285
CA-2016-158834,STO-CCB8FB,2016-03-13,2016-03-16,First Class,TW-21025,Home Office,EMP-2016-151049,OFF-AP-10000326,157.92,5,0.2,17.76599999999999
CA-2016-158834,STO-CCB8FB,2016-03-13,2016-03-16,First Class,TW-21025,Home Office,EMP-2016-151049,TEC-PH-10001254,203.184,2,0.2,15.23879999999999
CA-2015-124919,STO-0DF8CF,2015-05-31,2015-06-02,First Class,SP-20650,Corporate,EMP-2016-151713,OFF-PA-10001950,58.38,7,0.0,26.27099999999999
CA-2015-124919,STO-0DF8CF,2015-05-31,2015-06-02,First Class,SP-20650,Corporate,EMP-2016-151713,OFF-PA-10002254,105.52,4,0.0,48.53919999999999
CA-2015-124919,STO-0DF8CF,2015-05-31,2015-06-02,First Class,SP-20650,Corporate,EMP-2016-151713,OFF-ST-10001590,80.88,6,0.0,21.0288
CA-2015-118948,STO-6417E3,2015-05-28,2015-06-03,Standard Class,NK-18490,Home Office,EMP-2016-151166,OFF-AR-10001547,6.63,3,0.0,1.7901
CA-2014-104269,STO-9251B5,2014-03-01,2014-03-06,Second Class,DB-13060,Consumer,EMP-2016-151166,FUR-CH-10004063,457.568,2,0.2,51.47639999999994
CA-2016-114104,STO-50BCA1,2016-11-20,2016-11-24,Standard Class,NP-18670,Consumer,EMP-2016-151939,OFF-LA-10002475,14.62,2,0.0,6.8714
CA-2016-114104,STO-50BCA1,2016-11-20,2016-11-24,Standard Class,NP-18670,Consumer,EMP-2016-151939,TEC-PH-10004536,944.9300000000001,7,0.0,236.2325
CA-2016-162733,STO-EEAFB0,2016-05-11,2016-05-12,First Class,TT-21070,Consumer,EMP-2016-151713,OFF-PA-10002751,5.98,1,0.0,2.691
